Started At,Completed At,Completion Status,Device Type,Browser,Utm Source,Utm Medium,Utm Campaign,Utm Content,Mkt Tok,1. What professional role(s) do you play?,,,,,,,,,,,2. Which most accurately describes your role?,3. How many years of experience do you have?,4. What is the size of your current company?,5. What type of company do you work for?,,,,,,6. In which country do you live?,,,7. Which word best describes the area where you live and work?,8. What is your education level?,"9. If you have a degree, did you study a technology-related field?",10. What is your age range?,11. Do you identify as having a disability as defined under the Americans with Disabilities Act?,,,,,,,,,,,,,,,,"12. Do you identify as a ""person of color""?",13. With which racial background(s) do you identify?,,,,,,,,14. Do you identify with any of the following?,,,,,,,,15. Do you consider yourself to be transgender/gender non-conforming?,16. What is your primary gender identity today?,"17. Do you practice, worship, or observe a particular religion?","18. Thinking about your childhood, which socio-economic class did you identify with?","19. Thinking about your current situation, which socio-economic class do you identify with?",20. Which of the following languages do you use in the workplace?,,,,,,,,,,"21. At work, I feel comfortable expressing the aspects of my identity that are important to me.","22. At work, it's important to me that I feel comfortable expressing my identity.",23. Encouraging people to express any/all aspects of their identities benefits my company.,"24. What else do you identify with? Call out anything we've missed that makes you, well, you!",25. How likely are you to recommend the Diversity of the Web survey to a friend or colleague?
2016-10-22 16:34:06 -0700,2016-10-22 16:36:27 -0700,completed,mac,Chrome 54.0.2840.71,tr.im,no_referer,tr.im/diversity,direct_input,,Developer,,,Technical/Solutions Architect,Technical Lead,,,,,,,"I am not a manager, though I do hold a leadership role",11 - 15,50 - 100 employees,,,,Non-agency organization,,,US,,,Urban,Completed college,No,35-44,,,,,,No,,,,,,,,,,,No,,,,,,White,,,,,,,,Straight,,,No,Male,No,Upper middle class,Lower middle class,English,,,,,,,,,,Agree,Agree,Agree,,6
2016-10-22 16:34:10 -0700,2016-10-24 10:12:01 -0700,completed,mac,Chrome 53.0.2785.143,tr.im,no_referer,tr.im/diversity,direct_input,,,,UX/UI,,,,,,,,,"I am not a manager, though I do hold a leadership role",6 - 10,200+ employees,,,,Non-agency organization,,,US,,,Suburban,Completed master's degree,Yes,25-34,,,,,,No,,,,,,,,,,,Yes,Asian,,,,,,,,,Bisexual,,Lesbian,,,,,No,Female,No,Upper middle class,Upper middle class,English,,,Chinese,,,,,,,Strongly agree,Strongly agree,Strongly agree,I'm an immigrant and a mom.,9
2016-10-22 16:34:59 -0700,2016-10-22 16:40:10 -0700,completed,ios,iPhone 10.0,tr.im,no_referer,tr.im/diversity,direct_input,,,,UX/UI,,,Content Developer/Strategist,,,,,,"I am not a manager, though I do hold a leadership role",6 - 10,200+ employees,,,,,,Higher education ,US,,,Urban,Completed Ph.D,No,35-44,,,,,,No,,,,,,,,,,,No,,,,,,White,,,,,,,,Straight,,,No,Female,No,Upper middle class,Upper middle class,English,French,,,,,,,,,Agree,Agree,Strongly agree,Being a parent has had a huge impact on my career trajectory and sense of self. Consider adding it as s category.,9
2016-10-22 18:35:54 -0700,2016-10-22 18:41:50 -0700,completed,ios,iPad 10.0,tr.im,no_referer,tr.im/diversity,direct_input,,,,,,,Content Developer/Strategist,,,,,,My role does not involve leadership or management,2 - 5,50 - 100 employees,,,,Non-agency organization,,,US,,,Urban,Completed college,No,25-34,,,,,,No,,,,,,,,,,,No,,,,,,White,,,,,,,,Straight,,,No,Female,No,Lower middle class,Upper middle class,English,,,,,,,,,,Disagree,Agree,Agree,,8
2016-10-22 22:09:30 -0700,2016-10-22 22:16:24 -0700,completed,windows,Chrome 53.0.2785.143,tr.im,no_referer,tr.im/diversity,direct_input,,Developer,Designer,UX/UI,,,,,,,,,My role does not involve leadership or management,2 - 5,Under 10 employees,,,,,Freelancer,,US,,,Suburban,Completed college,No,45-54,,,,,,,Prefer not to answer,,,,,,,,,,No,,,,,,White,,,,Bisexual,,,,,,,No,Female,"Yes, and I identify as a religious minority",Upper middle class,Working class,English,,Spanish,,,,,,,,Neutral,Agree,Strongly agree,Cis-female tomboy; scientist AND artist,7
2016-10-23 05:52:02 -0700,2016-10-23 05:56:23 -0700,completed,mac,Chrome 53.0.2785.143,tr.im,no_referer,tr.im/diversity,direct_input,,,,,Technical/Solutions Architect,,,,Product Manager/Owner,,,,I am a formal manager,6 - 10,20 - 50 employees,,,,Non-agency organization,Freelancer,,CH,,,Urban,Completed master's degree,Yes,25-34,,,,,,No,,,,,,,,,,,No,,,,,,White,,,,,,,,Straight,,,No,Female,No,Upper middle class,Upper middle class,English,French,,,,,,,,,Neutral,Strongly agree,Strongly agree,,
2016-10-23 09:38:52 -0700,2016-10-23 09:41:51 -0700,completed,ios,iPhone 10.0,tr.im,no_referer,tr.im/diversity,direct_input,,,,,,,,,,Business Development ,,,I am a formal manager,11 - 15,20 - 50 employees,Web Agency / Development Shop,,,,,,US,,,Urban,Completed college,No,35-44,,,,,,No,,,,,,,,,,,No,,,,,,White,,,,,,,,Straight,,,No,Female,No,Working class,Upper middle class,English,,Spanish,,,,,,,,Strongly agree,Strongly agree,Strongly agree,,10
2016-10-23 09:50:44 -0700,2016-10-23 09:55:19 -0700,completed,mac,Firefox 34.0,tr.im,no_referer,tr.im/diversity,direct_input,,,,,,,,,,administrative assistant,,,My role does not involve leadership or management,20+,200+ employees,,,,,,education,US,,,Suburban,Completed master's degree,No,55-64,,,,,,No,,,,,,,,,,,No,,,,,,White,,,,,,,,,Prefer not to answer,,No,Female,No,Lower middle class,Upper middle class,English,,,,,,,,,,Disagree,Agree,Agree,"French/European, soccer mom that lost her career on the way",1
2016-10-23 10:22:12 -0700,2016-10-23 10:26:06 -0700,completed,mac,Chrome 53.0.2785.143,,,,,,Developer,,,Technical/Solutions Architect,Technical Lead,,,,,,,"I am not a manager, though I do hold a leadership role",6 - 10,100 - 200 employees,,,,Non-agency organization,,,US,,,Urban,Completed college,No,25-34,,,,,,No,,,,,,,,,,,No,,,,,,White,,,,,,,,Straight,,,No,Male,No,Upper middle class,Upper middle class,English,,,,,,,,,,Agree,Agree,Agree,,8
2016-10-23 11:25:37 -0700,2016-10-23 11:32:12 -0700,completed,mac,Chrome 53.0.2785.143,tr.im,no_referer,tr.im/diversity,direct_input,,,,,,,Content Developer/Strategist,,,,,,My role does not involve leadership or management,11 - 15,200+ employees,,,,,,Health Sciences Center,US,,,Urban,Completed master's degree,No,45-54,,"Yes, Emotional",,,,,,,,,,,,,,,Yes,,Black,,,,,,,,,,,,Straight,,,No,Female,Yes,Lower middle class,Lower middle class,English,,,,,,,,,,Agree,Strongly agree,Strongly agree,"I'm a nonconformist who thinks outside the box and colors outside the lines. Sometimes this benefits me in the work environment; other times, not so much. I'm also a writer and writing instructor on the side.",2
2016-10-23 12:03:45 -0700,2016-10-23 12:08:31 -0700,completed,mac,Chrome 53.0.2785.143,tr.im,no_referer,tr.im/diversity,direct_input,,Developer,,,,,,,,,,,My role does not involve leadership or management,2 - 5,Under 10 employees,,,,,Freelancer,,US,,,Urban,Some college/technical training,,25-34,,,,,"Yes, Other",,,,,,,,,,,,No,,,,Native American,,White,,,,,,,,Straight,,,No,Female,No,Upper class,Lower middle class,English,,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,Aspereger's for the win!,10
2016-10-23 12:28:47 -0700,2016-10-23 12:55:11 -0700,completed,ios,iPhone 10.0,tr.im,no_referer,tr.im/diversity,direct_input,,,Designer,UX/UI,,,Content Developer/Strategist,,Product Manager/Owner,,,,I am a formal manager,16 - 20,10 - 20 employees,Web Agency / Development Shop,,,,,,CA,,,Urban,Completed college,No,35-44,,,,,,No,,,,,,,,,,,No,,,,,,White,,,,,,,,,Prefer not to answer,,No,Male,No,Lower middle class,Lower middle class,English,French,Spanish,,,,,,,,Neutral,Agree,Strongly agree,We're all human.,5
2016-10-23 12:29:02 -0700,2016-10-23 12:43:32 -0700,completed,mac,Chrome 53.0.2785.143,tr.im,no_referer,tr.im/diversity,direct_input,,,,,,,,,Product Manager/Owner,,,,I am a formal manager,2 - 5,10 - 20 employees,Web Agency / Development Shop,,,,,,US,,,Rural,Completed college,No,25-34,,,,,,No,,,,,,,,,,,No,Asian,,,,,White,,,,,,,,Straight,,,No,Male,Yes,Lower middle class,Upper middle class,English,,,,,,,,,,Neutral,Strongly agree,Agree,,5
2016-10-23 12:34:46 -0700,2016-10-23 12:43:35 -0700,completed,mac,Chrome 53.0.2785.143,tr.im,no_referer,tr.im/diversity,direct_input,,Developer,,,Technical/Solutions Architect,Technical Lead,,,,,,,I am a formal manager,11 - 15,100 - 200 employees,,Digital Agency,,,,,US,,,Urban,Completed college,Yes,25-34,,,,,,No,,,,,,,,,,,No,,,,,,White,,,,,,,,Straight,,,No,Male,No,Lower middle class,Upper middle class,English,,,,,,,,,,Agree,Agree,Agree,,6
2016-10-23 16:19:37 -0700,2016-10-23 16:23:12 -0700,completed,android,Chrome 53.0.2785.124,tr.im,no_referer,tr.im/diversity,direct_input,,Developer,,,,,,,Product Manager/Owner,,,,"I am not a manager, though I do hold a leadership role",6 - 10,Under 10 employees,,,,Non-agency organization,Freelancer,,US,,,Urban,Completed college,Yes,25-34,,,,,,No,,,,,,,,,,,Yes,Asian,,,,,,,,,,,,,Straight,,,No,Female,Yes,Working class,Working class,English,,,,,,,,,Tagalog ,Agree,Agree,Strongly agree,Having fun making websites that are creative,9
2016-10-23 16:19:38 -0700,2016-10-23 16:22:25 -0700,completed,ios,iPhone 10.0,tr.im,no_referer,tr.im/diversity,direct_input,,,,,,,,,Product Manager/Owner,,,,I am a formal manager,0 - 1,20 - 50 employees,Web Agency / Development Shop,,,,,,US,,,Suburban,Completed college,No,25-34,,,,,,No,,,,,,,,,,,No,,,,,,White,,,,Bisexual,,,Queer,,,,No,Female,No,Working class,Lower middle class,English,,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,,8
2016-10-23 16:22:53 -0700,2016-10-23 16:27:50 -0700,completed,android,Chrome 53.0.2785.124,tr.im,no_referer,tr.im/diversity,direct_input,,,,,Technical/Solutions Architect,,,,Product Manager/Owner,,,,I am a formal manager,20+,100 - 200 employees,,,,,,Platform,US,,,Urban,Completed college,Yes,55-64,,,,,,No,,,,,,,,,,,No,,,,,,White,,,,,,,,Straight,,,No,Male,No,Working class,Upper middle class,English,,,,,,,,,,Agree,Agree,Neutral,I'm a nerd.,7
2016-10-23 19:12:03 -0700,2016-10-23 19:24:41 -0700,completed,linux,Firefox 42.0,tr.im,no_referer,tr.im/diversity,direct_input,,,,,,Technical Lead,,,Product Manager/Owner,,,,I am a formal manager,20+,200+ employees,,,,Non-agency organization,,Higher Ed.,US,,,Urban,Completed master's degree,Yes,45-54,,,,,,No,,,,,,,,,,,No,,,,,,White,,,,,,Lesbian,Queer,,,,No,Female,No,Lower middle class,Upper middle class,English,,,,,,,,,,Agree,Strongly agree,Strongly agree,"I strongly feel that transgender and non-gender-conforming are very different and often mutually exclusive.  Requiring people to choose both or neither left me with no answer that was right.
Also, assuming that everyone works for a company or business leaves out those of us working in higher (or other) education, government, or non-profit organizations.  It's a common (and annoying) mis-labeling.
Was there a question about are you male or female?  I don't remember it, and that's a huge area of under-representation and just plain loneliness for me in tech.   So many times I have ""oh, wow, another woman!"" experience.",0
2016-10-23 22:07:08 -0700,2016-10-23 22:13:11 -0700,completed,windows,Chrome 56.0.2897.0,tr.im,no_referer,tr.im/diversity,direct_input,,Developer,Designer,UX/UI,Technical/Solutions Architect,Technical Lead,Content Developer/Strategist,,Product Manager/Owner,,,,"I am not a manager, though I do hold a leadership role",6 - 10,Under 10 employees,,,,,Freelancer,,US,,,Rural,Some college/technical training,,25-34,,,,,,No,,,,,,,,,,,No,,,,,,White,,,,,,,,Straight,,,No,Male,Yes,Lower middle class,Lower middle class,English,,,,,,,,,,Neutral,Strongly agree,Agree,dunno,1
2016-10-24 06:13:04 -0700,2016-10-24 06:15:30 -0700,completed,mac,Safari 10.0,tr.im,no_referer,tr.im/diversity,direct_input,,,,,,Technical Lead,,,,,,,"I am not a manager, though I do hold a leadership role",16 - 20,Under 10 employees,Web Agency / Development Shop,,,,,,US,,,Rural,Completed college,Yes,35-44,,,,,,No,,,,,,,,,,,No,,,,,,White,,,,,,,,Straight,,,No,Male,No,Lower middle class,Upper middle class,English,,,,,,,,,,Neutral,Neutral,Neutral,,
2016-10-24 07:54:26 -0700,2016-10-24 07:59:24 -0700,completed,mac,Chrome 53.0.2785.143,tr.im,no_referer,tr.im/diversity,direct_input,,Developer,Designer,UX/UI,,,,QA/Testing,,,,,My role does not involve leadership or management,6 - 10,10 - 20 employees,Web Agency / Development Shop,,,,,,US,,,Urban,Completed master's degree,Yes,45-54,,,,,,No,,,,,,,,,,,No,,,,,,White,,,Asexual,,,,,,,,No,Female,"Yes, and I identify as a religious minority",Upper middle class,Upper middle class,English,,,,,,,,,,Agree,Neutral,Agree,Experienced (Age),7
2016-10-24 11:27:48 -0700,2016-10-24 11:30:43 -0700,completed,mac,Firefox 49.0,tr.im,no_referer,tr.im/diversity,direct_input,,Developer,,UX/UI,,Technical Lead,,QA/Testing,,,,,My role does not involve leadership or management,20+,200+ employees,,,,Non-agency organization,,University,US,,,Urban,Completed college,No,45-54,,,,,,No,,,,,,,,,,,No,,,,,,White,,,,,,Lesbian,Queer,,,,Yes,Female,No,Upper middle class,Upper middle class,English,,,,,,,,,,Agree,Agree,Agree,,7
2016-10-24 11:46:37 -0700,2016-10-24 11:48:51 -0700,completed,mac,Chrome 53.0.2785.143,tr.im,no_referer,tr.im/diversity,direct_input,,,,,,,,,Product Manager/Owner,,,,I am a formal manager,11 - 15,20 - 50 employees,Web Agency / Development Shop,,,,,,US,,,Urban,Some college/technical training,,35-44,,,,,,No,,,,,,,,,,,No,,,,,,White,,,,,,,,Straight,,,No,Male,No,Lower middle class,Upper middle class,English,,,,,,,,,,Agree,Strongly agree,Strongly agree,,10
2016-10-24 12:45:28 -0700,2016-10-24 12:50:15 -0700,completed,windows,Chrome 54.0.2840.71,tr.im,no_referer,tr.im/diversity,direct_input,,,,,,,,,,Service Desk,,,"I am not a manager, though I do hold a leadership role",2 - 5,50 - 100 employees,,,,,,Higher Education,US,,,Suburban,Completed college,Yes,16-24,,,,,,No,,,,,,,,,,,No,,,,,,White,,,,,,,,Straight,,,No,Male,Yes,Upper middle class,Lower middle class,English,,,,,,,,,,Agree,Neutral,Neutral,,8
2016-10-25 00:40:57 -0700,2016-10-25 00:46:20 -0700,completed,ios,iPad 9.0,tr.im,no_referer,tr.im/diversity,direct_input,,Developer,,,Technical/Solutions Architect,Technical Lead,Content Developer/Strategist,QA/Testing,Product Manager/Owner,,,,"I am not a manager, though I do hold a leadership role",16 - 20,20 - 50 employees,Web Agency / Development Shop,,,,,,US,,,Urban,Completed college,No,35-44,,,,,,No,,,,,,,,,,,No,,,,,,White,,,,,,,,Straight,,,No,Male,No,Lower middle class,Lower middle class,English,,Spanish,,,,,,,,Strongly agree,Agree,Agree,,9
2016-10-25 11:26:45 -0700,2016-10-25 11:30:22 -0700,completed,windows,Chrome 53.0.2785.143,tr.im,no_referer,tr.im/diversity,direct_input,,Developer,,,,,,,,,,,My role does not involve leadership or management,16 - 20,20 - 50 employees,Web Agency / Development Shop,,,,,,US,,,Suburban,Some college/technical training,,25-34,,,,,,No,,,,,,,,,,,No,,,,,,White,,,,,,,,Straight,,,No,Male,No,Working class,Working class,English,,,,,,,,,,Agree,Agree,Neutral,,10
2016-10-25 11:26:49 -0700,2016-10-25 11:33:33 -0700,completed,mac,Chrome 53.0.2785.143,tr.im,no_referer,tr.im/diversity,direct_input,,,Designer,UX/UI,,,,QA/Testing,,Theming,,,My role does not involve leadership or management,6 - 10,20 - 50 employees,Web Agency / Development Shop,,,,,,US,,,Suburban,Completed college,Yes,25-34,,,,,,No,,,,,,,,,,,No,,,,,,White,,,,,,,,Straight,,,No,Female,Yes,Lower middle class,Lower middle class,English,,,,,,,,,,Strongly Disagree,Agree,Agree,Christian,10
2016-10-25 11:28:22 -0700,2016-10-25 11:33:08 -0700,completed,windows,Firefox 49.0,tr.im,no_referer,tr.im/diversity,direct_input,,,,,,,,,Product Manager/Owner,,,,I am a formal manager,2 - 5,20 - 50 employees,Web Agency / Development Shop,,,,,,US,,,Urban,Completed college,No,25-34,,"Yes, Emotional",,,,,,,,,,,,,,,No,,,,,,White,,,,,,,,,Prefer not to answer,,No,Male,No,Upper middle class,Upper middle class,English,,Spanish,,,,,,,,Strongly agree,Strongly agree,Strongly agree,,10
2016-10-25 12:10:23 -0700,2016-10-25 12:55:03 -0700,completed,mac,Chrome 53.0.2785.143,,,,,,Developer,,,,,,,,,,,"I am not a manager, though I do hold a leadership role",6 - 10,Under 10 employees,,,,Non-agency organization,,,US,,,Urban,Completed college,Yes,25-34,,,,,,No,,,,,,,,,,,Yes,,Black,,,,,,,,,,,,Straight,,,No,Male,Yes,Upper middle class,Upper class,English,,,,,,,,,,Agree,Neutral,Neutral,,6
2016-10-25 14:52:39 -0700,2016-10-25 16:33:22 -0700,completed,linux,Chrome 54.0.2840.71,tr.im,no_referer,tr.im/diversity,direct_input,,Developer,,,,,,,,,,,My role does not involve leadership or management,6 - 10,20 - 50 employees,Web Agency / Development Shop,,,,,,MX,,,Urban,Completed college,Yes,25-34,,,,,,No,,,,,,,,,,,No,,,Latino,,,,,,,,,,,Straight,,,No,Male,No,Upper middle class,Upper middle class,English,,,,,,,,,,Agree,Agree,Agree,,9
2016-10-25 16:45:43 -0700,2016-10-25 16:48:19 -0700,completed,ios,iPhone 0.0,tr.im,t.co,tr.im/diversity,link_click,,Developer,,,,,,,,,,,My role does not involve leadership or management,2 - 5,20 - 50 employees,Web Agency / Development Shop,,,,,,US,,,Urban,Completed master's degree,No,25-34,,,,,,No,,,,,,,,,,,No,,,,,,White,,,,Bisexual,,,,,,,No,Female,No,Working class,Working class,English,,,,,,,,,,Agree,Strongly agree,Strongly agree,,8
2016-10-25 16:45:58 -0700,2016-10-25 16:48:38 -0700,completed,mac,Chrome 53.0.2785.143,tr.im,t.co,tr.im/diversity,link_click,,Developer,Designer,UX/UI,,,,,,,,,"I am not a manager, though I do hold a leadership role",6 - 10,Under 10 employees,,,,,Freelancer,,GB,,,Urban,Completed college,No,25-34,,,,,,No,,,,,,,,,,,Yes,Asian,,,,,,,,,,,,,Straight,,,No,Male,No,Lower middle class,Lower middle class,English,,,,,,,,,,Disagree,Agree,Neutral,,3
2016-10-25 16:46:38 -0700,2016-10-25 16:53:33 -0700,completed,windows,Firefox 49.0,tr.im,t.co,tr.im/diversity,link_click,,,,,,,,,,citizen of the world,,,My role does not involve leadership or management,20+,200+ employees,,,,,,public,DE,,,Urban,Completed master's degree,No,45-54,,,,,,No,,,,,,,,,,,No,,,,,,,,"German, that mean Aryan, my father need to prove that",,,,Lesbian,,,,,No,Gender (Geschlechtscharakter) is a oppresive ideology,No,Working class,Working class,English,,,,,,,,,German,Neutral,Neutral,Neutral,"Diverstität - diversity is a racist concept in German, it reduce humans to animals like  the Nazi ideology",0
2016-10-25 16:47:23 -0700,2016-10-25 16:50:55 -0700,completed,ios,iPhone 0.0,tr.im,t.co,tr.im/diversity,link_click,,Developer,Designer,UX/UI,,,,,,,,,"I am not a manager, though I do hold a leadership role",20+,Under 10 employees,Web Agency / Development Shop,Digital Agency,,Non-agency organization,Freelancer,,US,,,Urban,Completed college,Yes,45-54,,,,,,No,,,,,,,,,,,No,,,,,,White,,,,,,,,Straight,,,No,Female,Yes,Lower middle class,Upper middle class,English,,Spanish,,,,,,,,Strongly agree,Strongly agree,Strongly agree,,10
2016-10-25 16:48:23 -0700,2016-10-25 16:52:27 -0700,completed,ios,iPhone 9.0,tr.im,no_referer,tr.im/diversity,direct_input,,Developer,,,,,,,,,,,My role does not involve leadership or management,0 - 1,20 - 50 employees,,,,Non-agency organization,,,AU,,,Urban,Completed college,No,35-44,,,,,,No,,,,,,,,,,,No,,,,,,White,,,,,,,,Straight,,,No,Female,No,Lower middle class,Lower middle class,English,,,,,,,,,,Neutral,Agree,Agree,,10
2016-10-25 16:51:35 -0700,2016-10-25 16:57:19 -0700,completed,ios,iPhone 0.0,tr.im,t.co,tr.im/diversity,link_click,,Developer,,UX/UI,,,,,,,,,My role does not involve leadership or management,11 - 15,200+ employees,,,,Non-agency organization,,,US,,,Suburban,Some college/technical training,,25-34,,,,,,No,,,,,,,,,,,Yes,,Black,,Native American,,,,,,,,,,Straight,,,No,Female,"Yes, and I identify as a religious minority",Lower middle class,Lower middle class,English,,,,,,,,,,Disagree,Strongly agree,Strongly agree,Self-taught,7
2016-10-25 16:57:41 -0700,2016-10-25 17:00:33 -0700,completed,ios,iPhone 10.0,tr.im,no_referer,tr.im/diversity,direct_input,,,,,Technical/Solutions Architect,,,,,,,,I am a formal manager,16 - 20,200+ employees,,,,Non-agency organization,,,US,,,Suburban,Completed college,No,35-44,,,,,,No,,,,,,,,,,,No,,,,,,White,,,,,,,,Straight,,,No,Male,Yes,Lower middle class,Upper middle class,English,,,,,,,,,,Agree,Agree,Agree,,7
2016-10-25 17:32:06 -0700,2016-10-25 17:35:19 -0700,completed,mac,Safari 10.0.1,tr.im,t.co,tr.im/diversity,link_click,,Developer,,UX/UI,,,,,,,,,"I am not a manager, though I do hold a leadership role",11 - 15,20 - 50 employees,,,,Non-agency organization,,,US,,,Suburban,Some high school,,25-34,,,,,,No,,,,,,,,,,,Yes,,Black,,,,,,,,,,,,Straight,,,No,Male,No,Working class,Lower middle class,English,,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,,10
2016-10-25 17:35:57 -0700,2016-10-25 17:39:25 -0700,completed,mac,Chrome 54.0.2840.71,tr.im,t.co,tr.im/diversity,link_click,,Developer,Designer,UX/UI,Technical/Solutions Architect,Technical Lead,Content Developer/Strategist,,,,,,I am a formal manager,11 - 15,Under 10 employees,Web Agency / Development Shop,,,,,,US,,,Suburban,Completed college,Yes,35-44,,,,,,No,,,,,,,,,,,No,,,,,,White,,,,,,,,Straight,,,No,Female,No,Lower middle class,Lower middle class,English,,,,,,,,,,Agree,Agree,Strongly agree,Single parent,10
